unitid,al01c01,al01c02,al01c03,al01c04,al02c01,al02c02,al02c03,al02c04,al03c03,al03c04,al04c01,al04c02,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al06c01,al06c02,al06c03,al06c04,al07c01,al07c02,al07c03,al07c04,al08c01,al08c02,al08c03,al08c04,rptc01,rptc02,rptc03,rptc04,bl01,bl02,bl03,bl04,bl05,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
147679,19,17,,,43,27,48,54,,,9,21,3,14,1,,,,,35,,9,6,,,,5,3,1,,83,103,52,77,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147697,9,4,1,1,3,2,1,,,,,6,1,3,,,,,2,10,1,2,2,,,,,,6,1,16,22,10,7,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147703,178,68,2,1,687,329,79,113,596,586,211,296,13,30,65,88,5,7,18,568,1,38,124,8,,,332,175,6,57,1615,1532,702,832,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147712,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147749,4,5,,,5,7,6,14,,,5,8,1,5,,,,,,1,,4,,,,,1,,1,,15,21,8,23,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147767,242,246,5,10,1024,282,274,85,738,398,250,340,15,40,138,164,11,16,127,899,9,104,159,3,2,,209,80,1,1,2149,2014,1055,654,1,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147776,64,61,2,,219,123,13,7,,,65,98,13,7,21,56,2,5,22,178,2,33,35,2,2,,94,25,11,6,520,543,45,58,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147800,20,20,,,75,76,212,184,,,9,35,,8,7,13,3,5,6,81,2,60,8,1,,,33,3,8,,158,229,225,257,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147828,6,,,,60,33,5,16,,,19,6,2,,10,3,,1,3,47,,6,2,1,1,,18,12,,,118,102,8,23,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147882,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
147916,24,21,,1,70,63,152,200,,,17,18,7,15,8,5,1,3,3,59,2,10,4,,,,18,5,1,,144,171,163,229,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147925,12,2,,1,58,5,40,6,,,9,3,2,2,4,3,2,1,3,27,2,10,9,1,,1,8,18,,2,103,59,46,23,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
148007,12,8,,,43,42,110,94,,,,,2,,4,13,1,3,3,48,,11,5,1,,,10,2,,,77,114,113,108,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148016,17,10,,,61,30,15,5,,,16,22,1,3,3,,,,2,19,,9,19,,,,27,44,,2,145,125,16,19,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148131,18,11,,,44,13,11,12,,,13,10,10,1,,1,,,,28,,4,14,,,,14,13,5,3,103,76,26,20,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148168,,1,,,1,10,,,,,,,,,,,,,,2,,,,,,,,,,,1,13,,,,1,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148177,3,7,,1,5,7,9,21,,,,3,,3,,,,,,4,,2,,,,,1,,,,9,21,9,27,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148247,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
148256,16,8,,,38,22,25,49,,,5,12,1,,2,3,1,,,26,30,68,4,,,,11,3,3,,76,74,60,117,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148292,16,6,,,28,18,85,76,,,3,4,3,17,5,1,,,1,41,6,21,,,,,4,1,,,57,71,94,114,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148335,5,9,,,13,49,23,40,,,11,48,7,10,,1,,,0,21,5,21,1,,,,4,,1,1,34,128,36,72,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148362,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148380,18,10,,,97,35,165,188,,,22,15,,6,8,14,3,,3,66,,16,16,,1,,16,3,5,,180,143,174,210,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148399,1,3,,,2,1,5,10,,,,4,,,,,,,,3,,,,,,,1,,,,4,11,5,10,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148405,21,23,,,48,27,26,28,,,,,,,,,,,,40,1,6,,,,,13,10,6,4,82,100,33,38,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148432,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
148487,20,10,,,108,44,191,115,,,21,34,1,1,27,45,5,2,23,107,11,8,14,,,,16,3,,,229,243,208,126,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148496,5,7,,,28,40,40,25,,,11,28,,4,1,,,4,5,23,,5,,,,,,,,,50,98,40,38,,,1,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148511,315,386,1,4,390,418,,,347,176,413,1628,157,1117,186,454,33,65,119,1370,68,325,84,8,,,397,459,79,121,1904,4723,685,1808,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148548,,1,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,1,6,18,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148566,,3,,,0,11,,2,,,,3,,,,,,1,,2,,,,,,,2,2,,,2,21,,3,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148575,,2,,,0,16,2,,,,,5,,,,1,,1,,3,,,,,,,,8,,2,0,35,2,3,1,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148584,20,9,,,26,26,,,,,10,21,,,,,,,,44,,,,,,,16,24,,,72,124,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148593,,2,,,1,21,,1,,,,2,,,,,,,,4,,2,,,,,,,,,1,29,,3,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148609,1,3,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,,1,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
148618,,4,,,0,13,,,,,,1,,,,,,,,3,,,,,,,,,,,0,21,,,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148627,5,3,,,52,92,,,,,17,22,10,13,2,7,2,,,46,,15,12,,,,17,2,8,5,105,172,20,33,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148654,36,18,,,114,48,29,20,,,27,39,,1,24,25,1,1,16,128,1,8,10,,1,,52,7,,,279,265,32,30,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148672,15,7,,,40,15,38,41,,,4,4,5,8,2,,,,,32,14,65,4,,,,13,2,20,5,78,60,77,119,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148724,2,1,,,7,2,1,,,,1,,,,,,,,,7,,,,,,,2,2,2,,12,12,3,,,1,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148797,3,2,0,0,14,7,8,7,1,0,4,6,0,1,1,2,0,0,1,11,0,2,1,0,0,0,4,3,1,0,28,31,10,10,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
148821,8,4,1,,14,13,55,59,,1,2,7,,,,,1,,,16,,1,,,,,6,,2,6,30,40,59,67,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148849,3,4,,,4,2,,,,,,,,1,,,,,,,,,,,,,,,,,7,6,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148876,5,8,,,5,2,54,31,,,5,8,,,4,11,,,3,13,,,,,,,6,2,,,28,44,54,31,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148885,5,,,,26,4,24,2,,,3,2,,,,2,,,2,13,1,7,8,,,2,12,15,11,10,56,36,36,21,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148919,,2,,,1,3,,,,,1,1,,,,,,,,1,,,,,,,,,,,2,7,,,1,1,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
148937,17,3,,,55,21,64,60,,,11,8,1,,2,1,1,6,3,29,3,5,,,,,7,2,1,1,95,64,70,72,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148982,4,1,,,1,1,5,2,,,,,,,3,8,4,2,,5,4,11,,,,,5,1,,,13,16,13,15,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
148991,8,6,,,21,12,43,54,,,4,11,,13,,,,,,15,,3,,,,,8,3,1,,41,47,44,70,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149000,,1,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,2,1,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149019,5,6,,,5,11,10,12,,,1,4,,,,,,,,6,,1,,,,,2,2,3,,13,29,13,13,1,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149028,,2,,,0,10,,12,,,,,,,,,,,,3,,5,,,,,,2,,,0,17,,17,1,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149064,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149161,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,1,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149170,7,8,,,14,22,22,5,,,4,6,,1,4,5,6,1,1,28,,7,2,,,,10,,5,1,42,69,33,15,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149222,155,34,3,1,786,288,92,51,708,496,289,291,14,64,145,125,7,14,43,656,2,42,145,7,,,334,155,13,19,1897,1556,839,687,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149231,144,56,,4,296,145,103,68,168,164,90,113,14,22,51,109,3,47,28,365,7,25,74,,,,148,44,5,17,831,832,300,347,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149240,6,1,,,0,0,,,,,12,4,,,,,,,,12,,1,,,,,,,,,18,17,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149295,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149310,2,5,,,0,0,5,3,,,2,5,,,,,3,1,,2,1,4,,,,,,,2,2,4,12,11,10,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149329,1,0,0,0,6,5,3,3,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,9,10,3,3,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
149347,,10,,,0,0,,,,,,,,,,,,,1,8,,,,,,,,,,,1,18,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149356,25,10,,1,0,0,,,,,12,14,,1,1,1,,,3,26,,1,,,,,,,,,41,51,,3,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149365,21,8,,,60,56,159,167,,,6,18,3,3,4,17,1,,3,62,,8,14,,1,,20,12,,1,128,173,164,179,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149505,12,14,,2,27,12,10,10,,,,,3,1,,,,,,8,,18,,,,,4,,,,43,34,13,31,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149514,11,2,,,23,7,15,8,,,7,18,,1,,3,,,0,13,,1,,,,,,,,,41,43,15,10,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149523,17,0,,,45,2,15,4,10,2,7,11,1,8,5,3,,1,,25,,5,3,1,,,23,1,1,,100,43,27,20,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149532,19,15,,,148,70,,,359,291,16,70,70,137,38,30,40,39,4,116,30,169,28,3,10,13,68,17,79,41,321,321,588,690,1,1,1,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149587,156,69,5,5,31,3,2,,14,23,198,187,5,15,58,49,,2,41,438,,10,,1,,,2,1,,,486,748,26,55,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149639,2,1,0,0,10,6,6,5,0,0,2,4,0,0,1,1,0,0,0,6,0,1,1,0,0,0,2,1,0,0,18,19,6,6,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
149709,2,1,,,54,1,,,,,1,0,,,3,1,,,,5,,,,,,,,,,,60,8,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149727,13,10,,,31,28,130,183,,,6,14,24,27,10,13,37,58,,45,15,104,2,,1,,9,1,23,2,71,111,230,374,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149763,1,5,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,23,0,4,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149772,103,77,,5,472,204,25,22,,,38,79,,5,61,72,1,3,14,302,,27,70,4,1,,124,90,1,2,882,828,28,64,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149781,56,29,,,127,33,29,46,,,22,39,1,6,14,9,,4,12,115,1,36,32,,1,,53,8,6,3,316,233,38,95,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
149842,24,9,,,98,76,268,303,,,26,43,2,5,27,25,4,17,10,126,177,353,25,,1,,64,19,2,6,274,298,454,684,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150011,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
150048,,5,,,4,8,,1,7,5,,,,1,,,,,,2,,,,,,,,,,,4,15,7,7,1,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150057,1,2,,1,2,4,37,28,,,,,,,,1,,4,,3,,2,,,,,1,1,,,4,11,37,35,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
150066,23,7,,,74,43,2,,,,20,21,6,,8,5,1,1,,57,,24,14,,1,,16,6,,1,155,139,10,26,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150127,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150136,156,39,1,7,580,347,90,81,288,316,211,228,5,7,91,52,2,7,5,477,3,61,118,4,,,139,370,10,21,1300,1517,399,500,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150145,6,,,,20,12,12,14,,,7,7,,3,,,,,,14,,8,,,,,5,3,,,38,36,12,25,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150163,37,19,,,132,56,175,170,,,51,49,13,8,,,,,11,92,6,37,14,,,,17,4,,,262,220,194,215,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150172,4,3,,,19,7,40,26,,,2,10,,,,,,,,12,,4,,,,,4,2,4,,29,34,44,30,1,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150215,8,7,2,,14,5,,1,10,2,1,1,,,1,1,1,4,1,12,,10,2,,1,2,2,,,,29,26,14,19,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150224,5,12,,,7,5,19,3,,,,,,,,,,,,,2,7,,,,,,,1,1,12,17,22,11,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150242,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
150251,,,1,1,,,0,6,0,0,,,0,0,,,0,0,,,,2,,,,,,,,1,,,1,10,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150288,1,,3,,26,0,,,,,8,3,,,,,,,1,29,,7,3,2,,,13,7,,,52,41,3,7,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150367,3,4,0,0,1,2,6,11,,,,,,,,,,,,,,,,,,,,,,,4,6,6,11,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
150376,2,2,,,,,4,15,,,1,1,,,,,,,,3,,1,,,,,1,,,,4,6,4,16,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150385,,2,,,,3,,1,,,,1,,,,,,,,2,,,,,,,,1,1,5,,9,1,6,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150400,26,17,1,1,123,53,5,2,18,41,24,38,,7,7,16,2,3,,130,1,23,15,,1,,69,84,2,3,264,338,30,80,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150455,11,6,,,65,30,3,3,,,31,56,9,15,6,,2,,3,86,17,74,22,,,,27,21,6,4,165,199,37,96,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150482,,,1,,,,12,,,,,,,,,,,,,,,1,,,,,,,,,,,13,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150534,59,46,59,46,119,34,119,34,,,,,,,14,21,14,21,2,100,2,100,,,,,20,1,20,1,214,202,214,202,,,1,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150561,3,1,,,18,9,4,5,,,26,12,,,,4,,,,13,,,,8,,,3,,,,50,47,4,5,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150570,3,,,,,,48,8,,,,,,,,,,,,4,,,,,,,,,,,3,4,48,8,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
